,station_id,station_name,station_latitude,station_longitude,label
178,251,California St at University Ave,37.8705553291,-122.2797203064,0
179,252,Channing Way at Shattuck Ave,37.86584660000001,-122.26744309999998,0
180,253,Haste St at College Ave,37.8664179405,-122.25379943850001,0
181,254,Vine St at Shattuck Ave,37.8802224459,-122.2695922852,0
182,255,Virginia St at Shattuck Ave,37.8765725491,-122.26952791209999,0
183,256,Hearst Ave at Euclid Ave,37.8751116929,-122.2605532408,0
184,257,Fifth St at Delaware St,37.8704071155,-122.2996759415,0
185,258,University Ave at Oxford St,37.8723555,-122.26644669999999,0
186,259,Addison St at Fourth St,37.866248999999996,-122.29937079999999,0
187,26,1st St at Folsom St,37.78729000000001,-122.39438,2
188,262,West St at University Ave,37.8699667076,-122.2865331173,0
189,263,Channing Way at San Pablo Ave,37.862827100000004,-122.29023049999999,0
190,265,Ninth St at Parker St,37.8588682,-122.2912095,0
191,266,Parker St at Fulton St,37.8624644,-122.26479109999998,0
192,267,Derby St at College Ave,37.8618037,-122.25356869999999,0
193,268,Ellsworth St at Russell St,37.8574902146,-122.2615778446,0
194,269,Telegraph Ave at Carleton St,37.862319899999996,-122.258801,0
195,27,Beale St at Harrison St,37.7880593,-122.39186480000001,2
196,270,Ninth St at Heinz Ave,37.853489399999994,-122.28941540000001,0
197,271,San Pablo Park,37.8557833203,-122.28312671180001,0
198,272,Woolsey St at Sacramento St1,37.850577684,-122.278175354,0
199,272,Woolsey St at Sacramento St,37.850577684,-122.278175354,0
200,273,Fulton St at Ashby Ave,37.8555736618,-122.2635653615,0
201,274,Oregon St at Adeline St,37.85756720000001,-122.26755829999999,0
202,275,Julian St at 6th St,37.3429973,-121.88888909999999,1
203,276,Julian St at The Alameda,37.3322326,-121.91251650000001,1
204,277,Morrison Ave at Julian St,37.3336577,-121.90858590000002,1
205,278,The Alameda at Bush St,37.3319323,-121.9048882,1
206,279,Santa Clara St at 7th St,37.3391456,-121.8841054,1
207,28,The Embarcadero at Bryant St,37.7871680147,-122.3880979233,2
208,280,San Fernando at 7th St,37.337246,-121.8830739,1
209,280,San Fernando St at 7th St,37.3371223729,-121.88321471209998,1
210,280,6th St at San Fernando St (Temporary Location),37.337038,-121.884125,1
211,281,9th St at San Fernando St,37.33839520000001,-121.8807965,1
212,281,9th St at San Fernando,37.33839520000001,-121.8807965,1
213,282,Market St at Park St,37.3324263013,-121.89034938809999,1
214,283,Delmas Ave and San Fernando St,37.3302641,-121.8977018,1
215,284,Yerba Buena Center for the Arts (Howard St at 3rd St),37.7848720844,-122.4008756876,2
216,285,Webster St at O'Farrell St,37.7835208353,-122.4311578274,2
217,286,San Carlos St at 11th St,37.3364659,-121.8766132,1
218,287,Almaden Blvd at Balbach St,37.32673,-121.8892731,1
219,288,Mission St at 1st St,37.3509643,-121.90201609999998,1
220,289,5th St at Taylor St,37.351017299999995,-121.89592090000001,1
221,29,O'Farrell St at Divisadero St,37.7824046019,-122.4394458532,2
222,290,George St at 1st St,37.3477319,-121.899464,1
223,291,Autumn Parkway at Coleman Ave,37.3413348,-121.90318290000002,1
224,292,Empire St at 1st St,37.3448821,-121.89696550000001,1
225,294,Pierce Ave at Market St,37.327581,-121.88455900000001,1
226,295,William St at 10th St,37.3327938,-121.8759263,1
227,296,5th St at Virginia St,37.3259984,-121.87711999999999,1
228,297,Locust St at Grant St,37.322979600000004,-121.8879312,1
229,298,Oak St at 1st St,37.3221246254,-121.88109040260001,1
230,299,Bestor Art Park,37.3236779,-121.8741186,1
231,3,Powell St BART Station (Market St at 4th St),37.786375268600004,-122.40490436549999,2
232,30,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.39528200000001,2
233,300,Palm St at Willow St,37.3172979,-121.88499499999999,1
234,301,Willow St at Vine St,37.318449799999996,-121.88317240000002,1
235,302,Tamien Station,37.3128540429,-121.8829411268,1
236,302,Tamien Station,37.347721110500004,-121.8908563256,1
